Número de orden;cliente_hash;Fecha;Estado de la orden;Estado del pago;Estado del envío;Moneda;Subtotal de productos;Descuento;Costo de envío;Total;Provincia o estado;País;Medio de envío;Medio de pago;Cupón de descuento;Fecha de pago;Fecha de envío;Nombre del producto;Precio del producto;Cantidad del producto;SKU;Canal;Identificador de la orden;Producto Físico;Sucursal de venta;Fecha y hora de cancelación;Motivo de cancelación;Orden editada;Saldo a cobrar / reembolsar;Reembolso;Costo de procesamiento;Cantidad de cuotas;Interés por cuotas;Impuestos;Devolución de cargos;Total neto;Forma de pago;Dinero disponible para retirar a partir de;Estado del contracargo;Fecha de reembolso;Fecha de vencimiento del pago;Venta original
6074;caa1c89982;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Natural);10000;1;082353010332;;;Sí;;;;;;;;;;;;;;;;;;
6073;a5b3d3f3f2;10/05/2026 11:50:09;Archivada;Recibido;Entregado;ARS;49000;14700.00;8739.46;43039.46;Cordoba;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;10/05/2026;21/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;1966076589;Sí;;;;No;;;3143.43;1;;;;39896.03;Tarjeta de crédito;10/05/2026 11:50:11;;;;
6073;a5b3d3f3f2;;;;;;;;;;;;;;;;;SHOOW TOOLS - MANIQUI DE SILICONA PARA MAQUILLAJES (Grises);19000;1;888877776666;;;Sí;;;;;;;;;;;;;;;;;;
6072;6446003e8f;10/05/2026 10:09:26;Archivada;Recibido;Entregado;ARS;72000;21600.00;8875.12;59275.12;Córdoba;Argentina;Envío Nube - Andreani a domicilio;Mercado Pago;;10/05/2026;20/05/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;2;850056827119;Móvil;1960257933;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6071;82eb898d14;09/05/2026 19:53:47;Archivada;Recibido;Enviado;ARS;231000;127050.00;8000;111950;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Efectivo (Billete);;11/05/2026;11/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;1965662385;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6071;82eb898d14;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
6071;82eb898d14;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6071;82eb898d14;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6071;82eb898d14;;;;;;;;;;;;;;;;;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6071;82eb898d14;;;;;;;;;;;;;;;;;SHOOW TOOLS - Triangle powder puff (3 units);15000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6071;82eb898d14;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (CHOCOLATE) (8/8/10/12 mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6071;82eb898d14;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6069;c345e52d63;09/05/2026 19:06:23;Archivada;Recibido;Enviado;ARS;60000;31440.00;5000;33560;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;LUCIAN15;09/05/2026;13/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;1965615319;Sí;;;;No;;;411.98;;;839.00;;32309.02;Transferencia o depósito;09/05/2026 19:07:52;;;12/05/2026 23:59:59;
6069;c345e52d63;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6067;66d21bc548;08/05/2026 17:41:54;Archivada;Recibido;Entregado;ARS;120000;60000.00;6864;66864;Salta;Argentina;Envío Nube - Correo Argentino Clásico a sucursal;Transferencia o depósito;POS-ORDER-1778272472863;08/05/2026;08/05/2026;Italia deluxe - Delineadores de labios (Hazelnut);10000;2;082353010646;Punto de venta;1964736008;Sí;Beauty House;;;No;;;;;;;;;Transferencia o depósito;;;;;
6067;66d21bc548;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Brown);10000;2;082353010400;;;Sí;;;;;;;;;;;;;;;;;;
6067;66d21bc548;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot red);10000;2;082353010479;;;Sí;;;;;;;;;;;;;;;;;;
6067;66d21bc548;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Dusty rose);10000;2;082353010424;;;Sí;;;;;;;;;;;;;;;;;;
6067;66d21bc548;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Chocolate);10000;2;082353010332;;;Sí;;;;;;;;;;;;;;;;;;
6067;66d21bc548;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (terracotta);10000;2;082353010653;;;Sí;;;;;;;;;;;;;;;;;;
6065;30f1b1096c;08/05/2026 11:45:14;Archivada;Recibido;Enviado;ARS;51000;50490.00;5000;5510;Capital Federal;Argentina;EXPRESS;Otro;POS-ORDER-1778251506572;08/05/2026;11/05/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;Punto de venta;1964454194;Sí;Beauty House;;;No;;;;;;;;;A convenir;;;;;
6065;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - Triangle powder puff (3 units);15000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6064;30f1b1096c;07/05/2026 16:54:46;Archivada;Recibido;Entregado;ARS;112001;110880.99;0;1120.01;;Argentina;Retirado en Punto de Venta;Otro;POS-ORDER-1778183637831;07/05/2026;07/05/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;Punto de venta;1963861095;Sí;Beauty House;;;No;;;;;;;;;A convenir;;;;;
6064;30f1b1096c;;;;;;;;;;;;;;;;;SHOOWTOOLS - WET N WILD (CLUSTER);1;1;;;;Sí;;;;;;;;;;;;;;;;;;
6064;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6064;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - (MINI) TRIANGLE POWDER PUFF;10000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6064;30f1b1096c;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFT & SHORT (10PAIRS);36000;1;850056827010;;;Sí;;;;;;;;;;;;;;;;;;
6062;7848a95cfb;06/05/2026 18:31:01;Archivada;Recibido;Entregado;ARS;20000;0.00;0;20000;Capital Federal;Argentina;MANDO A RETIRAR ;Mercado Pago;;06/05/2026;02/06/2026;Elf cosmetics - Camo Color Corrector (orange);20000;1;609332848597;Móvil;1963111801;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
6061;cde6bde978;06/05/2026 16:23:50;Archivada;Recibido;Enviado;ARS;108000;0.00;8000;116000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;06/05/2026;11/05/2026;SHOOW TOOLS - CLARA BOW (BLACK);30000;3;;Móvil;1957380868;Sí;;;;No;;;8472.17;1;;;;107527.83;Tarjeta de crédito;06/05/2026 16:23:52;;;;
6061;cde6bde978;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
6061;cde6bde978;;;;;;;;;;;;;;;;;MOONSHINE POMPÓN;0;1;;;;Sí;;;;;;;;;;;;;;;;;;
6060;a5bf167e27;06/05/2026 14:03:46;Archivada;Recibido;Enviado;ARS;120000;72000.00;8000;56000;Gran Buenos Aires;Argentina;Envío personalizado;Transferencia o depósito;POS-ORDER-1778086858235;06/05/2026;06/05/2026;Italia deluxe - Delineadores de labios (Dusty rose);10000;3;082353010424;Punto de venta;1962913501;Sí;Beauty House;;;No;;;;;;;;;Transferencia o depósito;;;;06/05/2026 14:03:47;
6060;a5bf167e27;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Brown);10000;3;082353010400;;;Sí;;;;;;;;;;;;;;;;;;
6060;a5bf167e27;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Hazelnut);10000;3;082353010646;;;Sí;;;;;;;;;;;;;;;;;;
6060;a5bf167e27;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (rich red);10000;3;082353010530;;;Sí;;;;;;;;;;;;;;;;;;
6059;d2c95c7bb4;06/05/2026 13:50:55;Archivada;Recibido;Entregado;ARS;258000;96000.00;0;162000;;Argentina;Retirado en Punto de Venta;LINK DE PAGO 3 CUOTAS;POS-ORDER-1778086063557;06/05/2026;13/05/2026;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;4;;Punto de venta;1962903287;Sí;Beauty House;;;No;;;;;;;;;A convenir;;;;;
6059;d2c95c7bb4;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;4;;;;Sí;;;;;;;;;;;;;;;;;;
6059;d2c95c7bb4;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
6058;103f6f28d7;06/05/2026 09:58:32;Archivada;Recibido;Entregado;ARS;48000;9600.00;9454.24;47854.24;Misiones;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;06/05/2026;14/05/2026;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;Móvil;1962549096;Sí;;;;No;;;587.45;;;;;47266.79;Transferencia o depósito;06/05/2026 10:01:30;;;09/05/2026 23:59:59;
6058;103f6f28d7;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
6057;5babaa334e;05/05/2026 22:35:03;Archivada;Recibido;Entregado;ARS;90000;32625.00;0;57375;Capital Federal;Argentina;Beauty House;Efectivo (Billete);LUCIAN15;06/05/2026;06/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;3;;Móvil;1962471275;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6054;b70b3e0fce;05/05/2026 19:16:06;Archivada;Recibido;Entregado;ARS;30000;0.00;8688;38688;Gran Buenos Aires;Argentina;Envío Nube - Correo Argentino Expreso a domicilio;Mercado Pago;;05/05/2026;12/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;Móvil;1962308537;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6053;dc27f4ebe0;05/05/2026 16:19:30;Archivada;Recibido;Entregado;ARS;20000;0.00;0;20000;Capital Federal;Argentina;MANDO A RETIRAR ;Mercado Pago;;05/05/2026;05/05/2026;"BH - PESTAÑAS ""SOCIAL DRAG VIBE"" (20 PARES)";20000;1;;Móvil;1962181650;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6051;d2c95c7bb4;05/05/2026 10:01:35;Archivada;Recibido;Entregado;ARS;150000;60000.00;0;90000;;Argentina;Retirado en Punto de Venta;link de pago - mp;POS-ORDER-1777985841667;05/05/2026;05/05/2026;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;4;;Punto de venta;1961887808;Sí;Beauty House;;;No;;;;;;;;;A convenir;;;;;
6051;d2c95c7bb4;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6050;53f09adddb;05/05/2026 00:38:31;Archivada;Recibido;Listo para enviar;ARS;65000;0.00;0;65000;Gran Buenos Aires;Argentina;Beauty House;Efectivo (Billete);;05/05/2026;;Italia deluxe - Delineadores de labios (Mauve);5000;2;082353010547;Web;1961720007;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6050;53f09adddb;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Dusty rose);5000;1;082353010424;;;Sí;;;;;;;;;;;;;;;;;;
6050;53f09adddb;;;;;;;;;;;;;;;;;"BH - PESTAÑAS ""SOCIAL DRAG VIBE"" (20 PARES)";20000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6050;53f09adddb;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6050;53f09adddb;;;;;;;;;;;;;;;;;ITALIA DELUXE - LIP LINER (1UNID) (TONO - HAZELNUT);0;1;;;;Sí;;;;;;;;;;;;;;;;;;
6049;c49e8c3f40;04/05/2026 23:57:17;Archivada;Recibido;Enviado;ARS;20000;0.00;5000;25000;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;04/05/2026;05/05/2026;Italia deluxe - Delineadores de labios (Hazelnut);5000;1;082353010646;Móvil;1961690908;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
6049;c49e8c3f40;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (natural beige);5000;1;082353010523;;;Sí;;;;;;;;;;;;;;;;;;
6049;c49e8c3f40;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot cocoa);5000;1;082353010608;;;Sí;;;;;;;;;;;;;;;;;;
6049;c49e8c3f40;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);5000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
6048;fc633e5b2f;04/05/2026 12:46:57;Archivada;Recibido;Entregado;ARS;54000;0.00;0;54000;Gran Buenos Aires;Argentina;Punto de retiro;Mercado Pago;;04/05/2026;08/05/2026;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;Móvil;1960930227;Sí;;;;No;;;;3;;;;;Tarjeta de crédito;;;;;
6048;fc633e5b2f;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
6047;924193a2d1;03/05/2026 23:02:19;Archivada;Recibido;Enviado;ARS;90000;18000.00;8000;80000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;04/05/2026;05/05/2026;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);36000;1;850056827003;Móvil;1960828489;Sí;;;;No;;;;;;;;;Transferencia o depósito;04/05/2026 12:42:43;;;06/05/2026 23:59:59;
6047;924193a2d1;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
6047;924193a2d1;;;;;;;;;;;;;;;;;SHOOWTOOLS - PESTAÑAS 1 PAR;0;1;;;;Sí;;;;;;;;;;;;;;;;;;
6047;924193a2d1;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
6046;e8a841d146;03/05/2026 19:30:07;Archivada;Recibido;Entregado;ARS;10000;2000.00;0;8000;Capital Federal;Argentina;Beauty House;Pago Nube;;03/05/2026;05/05/2026;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;Móvil;1960644317;Sí;;;;No;;;98.20;;;200.00;;7701.80;Transferencia o depósito;03/05/2026 19:31:35;;;06/05/2026 23:59:59;
6045;c4fecab4f7;03/05/2026 16:49:26;Archivada;Recibido;Entregado;ARS;12000;2400.00;5488;15088;Capital Federal;Argentina;Punto de retiro;Pago Nube;;03/05/2026;09/05/2026;SHOOW TOOLS - FOXY #3 (1 PAIR);12000;1;850056827225;Móvil;1954461356;Sí;;;;No;;;185.22;;;377.20;;14525.58;Transferencia o depósito;03/05/2026 16:50:56;;;06/05/2026 23:59:59;
6044;78cfc2e88f;02/05/2026 12:36:29;Archivada;Recibido;Entregado;ARS;36000;0.00;10068;46068;Santa Cruz;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;;02/05/2026;11/05/2026;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;2;3D24A;Móvil;1959568242;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6043;b687490e9c;01/05/2026 22:59:55;Archivada;Recibido;Entregado;ARS;60000;12000.00;9920;57920;Entre Ríos;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;01/05/2026;12/05/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;2;;Móvil;1953057145;Sí;;;;No;;;711.02;;;;;57208.98;Transferencia o depósito;01/05/2026 23:01:01;;;04/05/2026 23:59:59;
6042;c05df30da2;01/05/2026 11:31:36;Archivada;Recibido;Entregado;ARS;52211.87;0.00;9279;61490.87;Santa Fe;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;01/05/2026;12/05/2026;Pyunkang Yul - ATO Mild Sun Cream 75ml;52211.87;1;8809486681169;Móvil;1958787619;Sí;;;;No;;;4491.04;1;;;;56999.83;Tarjeta de crédito;01/05/2026 11:31:37;;;;
6041;c9fe0b02da;28/04/2026 13:28:35;Archivada;Recibido;Entregado;ARS;178000.07;44500.02;0;133500.05;;Argentina;Retirado en Punto de Venta;Efectivo;POS-ORDER-1777393193752;28/04/2026;28/04/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);30000;2;;Punto de venta;1956826115;Sí;Beauty House;;;No;;;;;;;;;Efectivo;;;;;
6041;c9fe0b02da;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6041;c9fe0b02da;;;;;;;;;;;;;;;;;NYX - LIFT & SNATCH! BROW TINT PEN (grey black);51999.91;1;800897004484;;;Sí;;;;;;;;;;;;;;;;;;
6041;c9fe0b02da;;;;;;;;;;;;;;;;;SHOOW TOOLS - MINI LIP CONTAINER (5 unid);18000.08;1;;;;Sí;;;;;;;;;;;;;;;;;;
6041;c9fe0b02da;;;;;;;;;;;;;;;;;SHOOW TOOLS - MINI POWDER CONTAINER (5 PZ);18000.08;1;;;;Sí;;;;;;;;;;;;;;;;;;
6040;065c8a4819;28/04/2026 00:26:56;Archivada;Recibido;No está empaquetado;ARS;46000;11500.00;0;34500;Gran Buenos Aires;Argentina;Beauty House;Efectivo (Billete);;29/04/2026;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;Móvil;1955145275;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6040;065c8a4819;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Chocolate);10000;1;082353010332;;;Sí;;;;;;;;;;;;;;;;;;
6039;c1893e7fa6;24/04/2026 15:53:00;Archivada;Recibido;Enviado;ARS;247199.9;0.00;5000;252199.9;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;24/04/2026;26/04/2026;SHOOW TOOLS - PRO BUNDLE #1 (So classy);61200;1;;Web;1954024899;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
6039;c1893e7fa6;;;;;;;;;;;;;;;;;PATRICK TA - MAJOR HEADLINES DOUBLE-TAKE CRÈME & POWDER BLUSH DUO (She's That Girl);149999.9;1;843628140204;;;Sí;;;;;;;;;;;;;;;;;;
6039;c1893e7fa6;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
6037;003176d0fc;23/04/2026 13:06:56;Archivada;Recibido;Enviado;ARS;30000;6000.00;8000;32000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;23/04/2026;24/04/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;Móvil;1953369346;Sí;;;;No;;;392.83;;;;;31607.17;Transferencia o depósito;23/04/2026 13:08:16;;;26/04/2026 23:59:59;
6036;3b8dee9166;23/04/2026 10:06:52;Archivada;Recibido;Entregado;ARS;45000;11250.00;0;33750;Gran Buenos Aires;Argentina;MANDO A RETIRAR ;Efectivo (Billete);;23/04/2026;23/04/2026;SHOOW TOOLS - The triangle powder puff duo;15000;1;;Móvil;1951305045;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6036;3b8dee9166;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6032;0aac74b952;22/04/2026 10:59:12;Archivada;Recibido;Entregado;ARS;10000;0.00;0;10000;Capital Federal;Argentina;Beauty House;Mercado Pago;;22/04/2026;04/05/2026;Italia deluxe - Delineadores de labios (Natural);10000;1;082353010332;Móvil;1952532596;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6031;2f6cd717d0;21/04/2026 17:39:30;Archivada;Recibido;Entregado;ARS;132000;26400.00;0;105600;Santa Fe;Argentina;Punto de retiro;Pago Nube;;21/04/2026;29/04/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;Móvil;1952058989;Sí;;;;No;;;1296.34;;;;;104303.66;Transferencia o depósito;21/04/2026 17:42:21;;;24/04/2026 23:59:59;
6031;2f6cd717d0;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
6031;2f6cd717d0;;;;;;;;;;;;;;;;;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);36000;1;850056827003;;;Sí;;;;;;;;;;;;;;;;;;
6031;2f6cd717d0;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6030;3b167655b6;21/04/2026 12:29:41;Archivada;Recibido;Entregado;ARS;300000;75000.00;0;225000;;Argentina;Retirado en Punto de Venta;Transferencia o depósito;POS-ORDER-1776785272242;22/04/2026;11/05/2026;PRE VENTA - SHOOW TOOLS - ISABEL I (PESTAÑAS CLUSTER) MIXED;15000;17;;Punto de venta;1951858681;Sí;Beauty House;;;No;;;;;;;;;Transferencia o depósito;;;;;
6030;3b167655b6;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (PESTAÑAS CLUSTER) 8/10MM;15000;3;;;;Sí;;;;;;;;;;;;;;;;;;
6029;b04132d85a;20/04/2026 23:02:13;Archivada;Recibido;Entregado;ARS;30000;6000.00;6110.12;30110.12;Gran Buenos Aires;Argentina;Punto de retiro;Pago Nube;;20/04/2026;25/04/2026;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;Web;1951570514;Sí;;;;No;;;369.63;;;;;29740.49;Transferencia o depósito;20/04/2026 23:04:13;;;23/04/2026 23:59:59;
6029;b04132d85a;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
6029;b04132d85a;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot cocoa);10000;1;082353010608;;;Sí;;;;;;;;;;;;;;;;;;
6028;d5ef3d4a4a;20/04/2026 12:39:27;Archivada;Recibido;Entregado;ARS;106820.05;26705.01;0;80115.04;Gran Buenos Aires;Argentina;Beauty House;Efectivo (Billete);;05/05/2026;05/05/2026;SHOOW TOOLS - MANIQUI DE SILICONA PARA MAQUILLAJES (Grises);38000;1;888877776666;Móvil;1951110337;Sí;;;;No;;;;;;;;;Efectivo;;;;;
6028;d5ef3d4a4a;;;;;;;;;;;;;;;;;JESSUP- FACE COLLETION 5 EN 1 (T503);68820.05;1;6976074375037;;;Sí;;;;;;;;;;;;;;;;;;
6027;50809941b1;20/04/2026 09:02:29;Archivada;Recibido;Entregado;ARS;54000;10800.00;0;43200;Capital Federal;Argentina;Punto de retiro;Pago Nube;;21/04/2026;24/04/2026;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;Móvil;1950601246;Sí;;;Otro motivo;No;;;530.32;;;1080.00;;41589.68;Transferencia o depósito;21/04/2026 11:05:44;;;23/04/2026 23:59:59;
6027;50809941b1;;;;;;;;;;;;;;;;;SHOOW TOOLS - FUFFLY (10PAIRS);36000;1;850056827072;;;Sí;;;;;;;;;;;;;;;;;;
6026;42b37d748b;18/04/2026 12:14:43;Archivada;Recibido;Enviado;ARS;120000;0.00;8000;128000;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;18/04/2026;22/04/2026;SHOOW TOOLS - FOXY #3 (1 PAIR);12000;5;850056827225;Móvil;1948810320;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6026;42b37d748b;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);30000;2;;;;Sí;;;;;;;;;;;;;;;;;;
6025;95478d6047;18/04/2026 10:04:03;Archivada;Recibido;Entregado;ARS;42000;8400.00;0;33600;Capital Federal;Argentina;Beauty House;Pago Nube;;18/04/2026;20/05/2026;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;Móvil;1949538934;Sí;;;;No;;;412.47;;;840.00;;32347.53;Transferencia o depósito;18/04/2026 10:04:50;;;21/04/2026 23:59:59;
6025;95478d6047;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (1 PAIR);12000;1;850056827201;;;Sí;;;;;;;;;;;;;;;;;;
6024;30f1b1096c;17/04/2026 11:17:15;Archivada;Recibido;Entregado;ARS;278138.92;275357.53;0;2781.39;;Argentina;Retirado en Punto de Venta;Otro;POS-ORDER-1776435424287;17/04/2026;17/04/2026;Italia deluxe - Delineadores de labios (Hazelnut);10000;2;082353010646;Punto de venta;1949027285;Sí;Beauty House;;;No;;;;;;;;;A convenir;;;;;
6024;30f1b1096c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Brown);10000;2;082353010400;;;Sí;;;;;;;;;;;;;;;;;;
6024;30f1b1096c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Bare);10000;1;082353010592;;;Sí;;;;;;;;;;;;;;;;;;
